idUsuario,idRestaurante,fechaVisita,consumo,conReserva
17,117,2026-06-11,79.12,false
383,112,2024-03-30,272.43,false
445,137,2024-07-20,72.95,true
113,90,2024-03-21,162.2,false
465,103,2024-09-01,279.65,false
103,54,2024-08-10,261.11,true
9,29,2024-08-30,59.64,false
401,66,2024-04-23,125.69,false
492,162,2025-03-27,129.3,false
179,87,2025-12-11,305.61,true
480,46,2025-02-08,230.65,false
317,134,2025-10-26,176.99,false
308,102,2025-05-03,127.59,false
277,181,2024-01-11,188.36,false
205,194,2024-05-31,258.91,false
418,188,2025-09-08,255.97,false
384,72,2023-12-23,173.88,false
178,42,2025-08-09,197.96,true
175,154,2024-05-16,125.86,true
183,164,2024-09-15,251.38,false
320,173,2025-12-01,255.44,false
127,81,2024-04-16,132.01,false
25,103,2023-08-22,99.2,false
112,21,2026-03-08,75.23,true
410,108,2024-06-20,194.11,false
214,180,2024-10-24,64.37,true
397,180,2024-07-20,151.47,false
2,116,2024-05-01,202.43,false
289,168,2026-06-05,264.14,false
412,108,2024-05-18,166.39,true
252,124,2025-12-27,54.6,true
313,182,2023-11-06,305.06,false
88,166,2025-06-10,253.02,false
29,195,2026-05-14,230.92,false
366,147,2025-01-19,138.94,false
303,189,2023-08-31,161.45,true
250,163,2024-07-12,30.87,true
224,36,2024-07-24,230.43,true
279,53,2024-05-25,198.91,true
319,41,2026-01-16,255.14,false
291,194,2024-11-06,115.28,true
245,3,2024-06-17,92.59,false
472,1,2026-01-23,339.6,false
156,158,2024-12-23,340.51,false
284,82,2025-06-12,184.21,false
422,93,2024-11-28,340.35,true
361,43,2025-01-15,335.4,false
445,138,2025-01-10,201.7,true
19,25,2023-09-18,303.43,false
65,128,2024-09-27,191.05,false
446,189,2026-01-28,69.31,true
353,20,2024-09-17,183.95,false
412,190,2025-10-06,249.02,false
240,66,2025-04-19,252.35,false
339,176,2024-07-19,260.18,false
431,95,2024-09-28,47.16,true
452,57,2026-02-24,165.88,true
264,20,2026-05-26,264.35,true
427,120,2025-11-24,257.16,false
110,159,2025-05-21,304.95,true
311,7,2026-03-21,271.69,false
172,21,2026-03-01,265.61,true
111,17,2024-03-29,251.4,false
267,169,2026-01-11,201.39,false
406,106,2026-02-04,136.17,false
326,145,2023-11-22,26.97,false
210,94,2024-05-13,67.19,false
218,137,2026-05-02,156.34,false
305,182,2024-10-21,37.35,true
330,22,2024-10-22,284.84,false
88,122,2024-02-29,299.23,true
427,142,2025-07-08,141.1,false
275,25,2024-03-05,173.72,true
469,158,2025-04-20,279.32,true
222,120,2025-09-03,251.98,false
197,85,2025-08-07,324.15,false
137,93,2025-08-22,163.92,true
348,105,2023-10-13,64.59,false
213,36,2026-03-07,237.26,false
468,71,2026-04-25,191.24,true
467,191,2024-10-05,34.67,true
116,180,2025-01-03,29.47,true
109,52,2023-11-21,79.52,false
462,65,2023-12-22,90.15,true
421,34,2025-06-14,62.16,true
417,116,2023-09-26,243.56,false
180,155,2025-11-06,318.62,false
381,141,2025-05-29,129.01,false
348,155,2024-10-30,152.83,false
50,66,2025-02-11,207.35,false
418,165,2025-03-31,110.37,false
119,165,2026-04-29,144.0,true
454,73,2025-10-12,201.02,true
174,43,2024-03-11,202.85,true
401,188,2025-09-15,53.75,true
347,66,2025-04-05,223.87,true
86,86,2024-04-26,84.42,false
299,135,2023-10-12,324.45,true
332,195,2025-02-18,331.16,false
167,11,2024-09-28,49.09,false
231,189,2025-11-10,74.6,true
107,155,2024-01-03,300.78,true
59,144,2025-09-29,296.73,false
473,184,2024-10-02,58.32,true
180,133,2025-05-01,143.0,true
199,176,2025-04-20,125.09,true
40,166,2026-03-05,274.85,true
307,173,2026-05-06,275.68,true
435,189,2023-10-31,328.25,false
370,170,2023-09-09,59.66,true
156,42,2026-03-25,339.63,false
434,11,2025-03-22,196.34,false
380,103,2023-10-12,293.8,false
227,146,2023-08-08,223.55,true
287,59,2026-03-07,242.92,false
296,15,2025-07-11,214.26,true
236,77,2025-09-04,213.13,true
437,50,2025-02-06,234.89,true
367,168,2025-03-18,40.23,true
351,122,2025-04-03,189.6,false
51,49,2026-04-02,133.65,false
3,146,2025-04-21,340.69,false
381,109,2025-01-05,295.97,true
425,117,2025-08-19,136.78,true
377,11,2024-11-20,93.47,false
114,3,2026-06-12,319.98,false
159,38,2024-01-31,77.09,true
275,83,2025-03-21,268.2,true
169,60,2025-06-15,170.76,true
181,141,2025-11-21,55.44,false
267,1,2023-08-11,54.96,true
170,129,2026-03-16,184.4,true
100,29,2023-10-26,288.33,true
225,40,2026-06-16,197.86,false
433,76,2023-08-13,103.5,true
192,152,2025-02-26,94.84,false
313,90,2024-06-05,152.47,false
52,85,2024-07-11,188.33,false
80,137,2025-12-24,273.31,true
21,199,2025-06-06,243.32,false
135,142,2026-03-03,38.69,false
93,99,2024-06-25,311.07,true
410,63,2025-10-28,208.97,false
458,147,2024-06-12,89.15,true
202,151,2024-06-28,216.04,false
418,112,2023-09-22,61.17,true
252,199,2023-07-26,274.86,true
153,27,2026-06-17,37.26,true
229,153,2023-08-30,29.65,true
347,114,2025-03-04,98.49,false
268,147,2025-10-21,117.27,true
286,80,2024-11-25,115.91,true
499,25,2024-02-09,257.84,false
132,107,2024-08-31,314.89,true
394,29,2025-06-04,165.14,false
361,86,2025-09-01,267.86,true
333,38,2023-10-05,129.0,false
46,94,2024-02-22,168.64,true
16,29,2024-10-18,252.96,true
194,163,2023-11-28,45.78,true
282,105,2026-03-20,260.77,true
126,190,2025-05-21,50.51,true
85,58,2024-04-12,300.51,true
383,13,2025-02-04,26.81,true
179,42,2024-01-31,277.41,false
309,190,2023-07-20,78.8,true
132,138,2024-12-11,338.47,false
63,142,2025-10-18,176.86,true
7,86,2024-10-28,317.24,false
207,168,2024-09-25,132.92,true
490,180,2024-04-12,322.8,false
62,118,2024-04-21,260.11,false
388,105,2024-02-17,320.43,false
5,196,2026-01-06,345.32,true
466,136,2024-03-01,277.45,true
103,86,2024-04-30,309.73,false
108,73,2023-10-06,86.31,true
100,95,2024-01-21,27.71,true
298,5,2025-10-25,286.4,true
342,137,2025-02-01,123.86,false
23,6,2025-03-22,301.18,false
239,174,2024-10-19,106.47,false
302,66,2026-02-11,168.09,true
8,95,2025-12-16,126.81,false
134,128,2023-11-02,321.85,false
273,73,2026-05-24,312.0,false
239,101,2024-09-25,35.57,false
95,1,2026-03-20,310.92,false
464,39,2024-08-22,262.83,false
420,182,2023-12-19,59.34,false
432,121,2025-09-22,275.91,false
268,83,2024-10-21,315.1,false
473,87,2023-08-10,46.58,false
434,117,2024-06-20,207.1,false
300,146,2024-02-13,37.65,true
419,65,2025-05-11,124.52,false
292,1,2023-09-21,285.55,true
488,195,2025-03-26,54.16,true
94,62,2023-12-25,215.39,false
300,99,2024-06-10,78.28,false
245,80,2024-11-04,92.61,true
223,52,2024-06-20,82.7,false
461,200,2024-04-21,230.3,false
421,5,2025-03-08,155.25,false
125,107,2024-06-05,96.06,false
363,34,2024-03-22,30.64,true
391,107,2026-02-20,96.91,false
200,142,2023-12-24,287.63,true
221,123,2026-04-22,227.09,true
88,54,2025-10-21,42.85,false
230,60,2025-03-23,55.76,true
398,99,2026-05-04,260.97,true
31,199,2023-08-26,65.62,false
132,147,2024-04-29,320.01,false
396,155,2024-09-02,254.23,true
191,78,2023-08-04,37.0,false
362,89,2023-12-24,300.76,true
155,143,2024-02-13,210.65,true
257,66,2024-06-19,325.39,true
429,41,2026-02-10,245.88,false
63,165,2024-06-14,134.55,true
497,199,2023-07-11,295.55,false
133,116,2024-05-16,330.28,false
327,37,2025-11-22,289.23,false
463,96,2025-12-02,141.7,false
355,51,2024-12-07,61.83,false
69,26,2024-10-18,228.73,true
289,190,2025-11-04,50.72,false
471,100,2025-12-04,140.22,true
91,31,2024-03-31,270.03,false
218,178,2026-02-06,151.07,false
429,164,2024-04-16,116.08,false
18,151,2024-02-11,37.25,false
495,144,2025-05-16,164.89,true
333,50,2024-09-15,118.87,true
322,39,2025-04-21,218.47,true
22,105,2025-02-06,34.01,false
154,146,2024-06-06,104.02,false
214,199,2025-01-27,75.7,false
353,42,2025-08-12,49.62,false
76,52,2026-02-10,76.13,false
78,19,2023-07-13,344.08,false
152,174,2026-01-05,188.47,false
109,112,2025-08-14,225.72,false
326,75,2024-02-23,235.32,true
54,143,2026-05-05,328.99,false
224,172,2026-04-18,26.54,false
372,49,2025-10-16,335.46,true
202,47,2025-01-25,326.9,false
454,148,2023-08-23,75.19,true
457,118,2023-08-01,85.48,true
152,117,2025-09-01,207.69,true
122,117,2025-04-08,190.16,true
485,148,2023-11-20,105.57,true
342,53,2025-01-18,282.55,true
176,134,2025-02-22,218.82,false
30,2,2024-08-10,326.57,false
114,116,2025-02-20,322.68,true
2,82,2025-05-20,143.07,false
122,61,2025-01-06,59.95,true
300,45,2025-06-10,97.84,true
173,6,2025-03-27,52.0,true
244,22,2025-01-12,37.59,false
52,65,2025-09-18,334.93,true
356,174,2023-10-16,114.06,false
492,55,2024-01-09,228.26,false
254,11,2025-12-29,108.63,false
330,13,2026-05-11,81.04,true
243,26,2023-09-29,349.94,false
223,63,2023-08-14,335.0,false
320,82,2023-10-11,106.14,false
11,121,2025-06-10,81.13,true
339,116,2025-12-15,137.77,true
149,194,2025-10-13,142.93,false
248,43,2023-07-20,349.72,false
15,25,2023-07-22,250.28,false
266,53,2025-03-22,72.32,true
379,52,2026-03-05,214.66,true
213,87,2026-03-28,252.66,false
91,84,2025-10-29,324.31,true
113,61,2025-07-27,215.32,false
291,133,2023-09-07,326.04,true
122,144,2025-11-09,47.72,false
234,108,2026-01-11,225.96,true
388,173,2023-09-13,276.52,false
330,65,2023-12-22,168.48,true
386,42,2024-04-30,294.82,true
445,42,2026-04-26,92.29,true
51,198,2023-10-11,146.75,false
382,110,2025-12-31,46.95,true
345,122,2024-10-07,38.67,false
74,180,2025-01-11,249.18,true
173,125,2024-12-22,86.5,false
376,8,2024-08-08,320.83,false
38,153,2023-10-25,222.62,true
206,111,2026-01-27,94.57,true
329,148,2025-05-07,37.93,true
339,82,2026-05-22,228.32,true
499,34,2023-11-01,289.55,true
424,14,2024-01-28,216.86,true
424,42,2024-07-24,89.7,true
372,83,2025-02-09,342.89,false
269,52,2024-03-09,91.72,false
469,185,2024-03-13,104.66,true
216,107,2025-08-31,130.75,true
46,56,2025-07-04,63.83,false
291,190,2025-04-02,284.21,true
63,105,2024-12-20,336.92,true
336,43,2024-01-27,260.68,false
65,170,2026-01-24,251.7,false
103,58,2025-06-18,181.67,true
327,57,2024-06-03,145.63,true
213,46,2025-02-08,312.38,false
154,86,2026-02-09,292.81,true
411,40,2024-02-04,148.82,true
18,11,2024-12-28,158.48,true
431,19,2023-11-10,273.34,false
367,147,2026-04-01,316.46,true
349,199,2026-01-23,135.86,true
191,78,2025-08-24,103.01,false
304,165,2026-04-06,185.46,true
329,148,2025-09-01,85.94,true
72,155,2025-07-18,188.68,false
472,76,2025-09-30,281.14,true
174,121,2024-11-15,203.47,false
345,85,2025-11-29,150.63,false
374,195,2024-01-12,236.58,true
1,29,2025-10-16,222.52,false
352,4,2025-03-01,320.41,true
225,72,2024-09-16,127.06,false
98,55,2026-05-25,205.62,true
481,66,2026-02-18,151.8,true
15,146,2025-10-09,174.87,false
354,49,2023-11-29,148.31,false
55,91,2026-04-07,113.64,true
102,133,2025-12-01,205.79,false
318,142,2024-02-03,196.55,false
477,55,2026-06-03,203.79,true
286,69,2023-07-10,115.28,true
484,144,2024-05-31,179.91,false
230,69,2024-07-02,27.82,true
89,27,2025-12-23,73.97,true
22,20,2024-03-05,278.69,true
45,40,2026-02-06,262.28,false
311,101,2026-06-11,111.65,true
180,132,2023-09-25,72.3,false
133,52,2023-08-03,331.27,true
281,134,2025-03-27,290.34,false
194,120,2025-06-02,343.3,true
13,41,2026-06-09,58.82,false
339,161,2023-07-20,179.74,false
334,182,2024-10-14,323.33,false
399,76,2025-11-03,332.19,true
39,134,2024-08-11,51.95,true
288,74,2024-07-01,48.54,true
392,73,2025-11-03,97.24,false
269,139,2023-11-05,323.37,true
455,136,2025-04-30,275.78,false
6,178,2024-04-09,285.9,true
18,194,2023-06-24,208.19,true
26,71,2026-02-19,346.59,false
404,108,2025-06-06,281.36,true
43,194,2024-12-16,305.46,true
445,50,2026-06-20,30.05,false
333,132,2024-06-11,77.34,false
363,69,2023-08-07,101.04,false
368,143,2024-07-02,74.63,true
13,70,2026-05-09,313.98,false
413,126,2024-09-26,133.89,false
209,35,2023-07-31,93.47,false
96,43,2026-02-23,290.56,false
486,142,2024-05-07,154.03,true
247,3,2025-08-03,148.46,true
441,107,2025-12-15,252.92,true
286,37,2024-11-20,284.21,true
452,190,2025-05-06,79.33,false
390,107,2024-02-14,29.44,true
488,10,2025-06-18,256.71,true
46,141,2026-03-05,32.42,true
451,55,2026-05-29,100.07,false
174,85,2025-10-03,334.37,false
126,190,2025-08-30,208.76,true
445,6,2024-05-17,51.44,false
406,131,2025-09-30,238.03,false
307,105,2024-10-09,337.21,true
386,188,2025-03-13,196.39,true
143,161,2025-07-19,240.85,false
489,50,2025-09-10,124.43,false
50,149,2026-03-16,136.75,false
180,113,2025-12-19,266.41,false
150,127,2026-06-21,194.41,false
298,123,2024-11-01,125.34,false
140,197,2025-10-20,263.06,false
422,31,2025-11-20,115.78,true
415,15,2026-04-05,72.92,false
100,29,2024-09-13,266.84,false
463,12,2025-12-26,116.17,false
400,112,2026-05-24,39.67,true
188,19,2023-09-10,184.69,false
229,84,2024-02-08,233.01,false
488,147,2024-12-27,60.51,false
299,76,2026-03-12,74.52,true
31,8,2023-09-06,82.8,false
207,185,2025-03-08,93.54,false
252,82,2025-12-24,70.85,false
320,52,2023-08-16,39.05,true
127,59,2025-11-17,236.67,false
167,178,2024-04-06,281.79,false
410,148,2026-04-24,283.33,false
190,105,2023-08-14,319.45,true
316,42,2025-12-20,55.5,true
162,57,2023-08-21,287.94,true
378,55,2024-08-06,189.33,false
391,123,2026-02-16,343.15,true
152,102,2023-08-25,220.0,false
51,25,2023-08-08,64.61,false
342,196,2023-12-18,292.91,false
308,60,2025-02-19,258.27,true
55,147,2024-05-05,187.71,true
384,149,2025-05-13,115.85,true
192,90,2023-09-23,56.61,true
477,71,2025-10-06,344.07,false
458,151,2025-05-25,124.93,true
133,119,2024-04-08,231.31,true
66,82,2025-03-06,158.16,false
150,146,2023-06-27,27.64,true
290,2,2025-01-25,179.61,true
187,42,2025-01-05,347.64,true
200,142,2026-03-10,57.39,false
428,133,2025-01-30,196.23,false
330,116,2023-09-10,81.33,false
396,80,2025-12-14,283.86,false
448,11,2026-04-23,273.11,true
271,85,2025-06-28,39.18,false
495,145,2023-07-07,38.12,true
160,60,2025-07-04,256.91,true
4,85,2024-12-28,230.33,true
81,75,2026-01-14,217.83,true
347,166,2026-03-08,240.26,false
127,22,2026-04-30,114.04,false
165,55,2025-06-19,174.03,true
485,183,2026-04-11,191.43,true
332,118,2025-04-05,280.18,true
229,75,2024-11-22,278.64,false
84,72,2026-02-24,190.41,true
228,1,2025-10-30,256.44,false
403,41,2024-12-02,124.35,true
299,75,2025-08-10,279.44,false
497,133,2024-01-13,337.78,true
484,181,2025-09-08,347.53,false
488,46,2025-12-19,227.36,false
434,42,2023-08-03,171.2,true
22,31,2023-07-05,73.53,false
382,165,2025-07-31,168.54,false
82,143,2024-06-22,221.48,true
7,87,2025-04-30,83.51,true
365,83,2025-06-10,117.92,false
387,139,2025-01-11,233.54,false
435,128,2023-09-01,166.99,true
201,79,2026-06-08,199.88,true
319,175,2023-11-24,160.48,false
103,157,2025-12-07,341.44,false
214,163,2025-08-02,271.53,false
492,124,2024-08-16,290.75,true
166,86,2025-03-10,165.51,false
80,160,2026-05-19,47.12,false
277,174,2026-05-23,222.09,false
498,83,2024-12-20,333.73,true
115,51,2025-12-20,136.37,false
161,80,2026-03-17,233.52,false
486,3,2025-03-12,253.76,true
485,143,2026-04-25,145.43,false
127,3,2024-06-26,112.26,false
64,150,2025-12-05,281.14,true
429,17,2023-11-30,313.16,true
311,162,2025-11-07,102.65,false
247,193,2025-03-26,251.08,false
228,119,2023-07-20,279.84,true
41,65,2023-11-12,312.42,false
110,147,2025-04-30,157.62,true
469,120,2023-10-28,295.25,true
176,61,2023-07-08,196.26,true
101,82,2024-06-11,188.22,false
365,147,2025-10-17,105.13,false
152,37,2024-02-05,46.72,true
119,53,2025-10-18,189.48,true
395,63,2025-05-10,29.7,false
154,180,2024-04-26,241.59,false
1,139,2024-02-07,183.1,false
111,117,2024-07-21,62.98,true
256,14,2024-08-07,43.18,false
38,154,2026-05-15,181.57,true
307,129,2024-06-03,317.35,true
234,80,2026-01-04,35.64,true
171,128,2025-01-28,260.7,false
423,180,2024-01-03,294.82,false
384,93,2025-07-24,163.24,true
2,125,2026-05-26,93.48,true
13,6,2025-08-08,63.25,false
273,195,2024-10-18,322.95,false
312,127,2024-10-29,288.61,true
381,171,2026-04-15,255.56,false
213,20,2026-04-25,164.63,true
196,194,2026-04-13,58.05,false
100,147,2024-09-12,166.59,true
111,104,2024-11-26,243.57,false
140,3,2024-10-12,159.16,false
188,198,2025-08-05,336.0,false
108,81,2024-02-16,309.21,false
108,56,2026-05-20,33.17,true
412,54,2025-08-29,30.75,true
295,42,2024-10-26,256.11,false
305,168,2023-10-08,233.41,false
356,120,2023-06-26,232.15,false
299,148,2023-08-29,270.83,true
379,21,2023-07-02,77.76,false
178,146,2023-07-01,243.2,true
62,57,2024-12-12,216.9,false
84,116,2024-07-14,178.13,false
79,148,2026-04-07,42.78,false
336,145,2025-11-19,307.53,false
90,133,2024-10-18,313.23,true
154,144,2024-05-27,262.06,false
143,127,2025-02-10,174.78,true
330,184,2025-04-01,42.52,false
360,86,2025-10-28,231.99,false
396,42,2025-12-15,150.37,true
8,57,2024-11-27,274.32,true
369,46,2024-11-26,136.29,false
101,161,2024-10-07,338.67,false
344,2,2024-02-28,53.21,true
88,92,2024-01-10,120.05,false
347,85,2024-04-20,242.11,true
457,14,2025-03-27,119.6,true
340,68,2025-09-16,94.79,true
14,183,2024-10-05,141.21,true
21,146,2024-01-28,74.49,false
397,67,2026-02-22,164.7,true
100,144,2024-09-07,172.72,true
208,64,2023-07-31,32.8,true
366,147,2025-03-24,59.38,true
279,116,2023-07-03,279.68,true
211,52,2025-01-15,116.0,false
324,73,2023-09-24,153.27,false
409,43,2025-06-21,132.11,true
32,185,2023-10-12,179.13,false
276,37,2024-11-23,169.51,false
20,12,2025-05-03,57.23,true
388,148,2025-11-10,193.08,false
428,168,2024-05-23,227.25,true
337,2,2026-04-25,346.53,true
358,87,2023-10-25,169.29,true
314,100,2024-03-29,295.01,false
40,77,2023-11-10,202.45,true
162,142,2024-05-03,142.38,true
257,69,2026-01-02,271.58,false
287,106,2026-05-09,331.92,true
292,146,2025-08-22,152.24,true
76,175,2023-11-02,249.57,true
367,196,2026-03-05,72.51,true
32,95,2024-01-27,146.83,false
225,143,2025-02-04,345.0,true
81,69,2023-11-08,268.38,true
1,97,2025-02-03,244.61,false
328,6,2024-11-25,247.45,true
255,40,2025-02-27,163.74,false
377,31,2024-05-17,102.1,true
21,102,2024-03-05,267.98,false
277,111,2023-12-08,285.74,false
297,23,2023-12-24,121.44,false
31,106,2025-08-05,30.59,true
220,80,2024-01-23,29.5,true
336,191,2024-03-10,221.32,false
317,108,2024-05-09,68.37,true
491,189,2025-02-11,41.38,true
112,175,2024-07-03,85.67,false
100,119,2026-04-28,30.22,false
416,15,2025-01-15,38.35,true
147,110,2024-03-07,295.98,true
260,11,2026-03-27,305.63,true
297,181,2025-08-17,57.35,true
374,10,2025-01-26,273.51,true
457,161,2023-09-27,102.76,true
79,119,2023-08-21,68.95,false
315,83,2026-05-14,145.75,false
374,26,2025-08-15,307.76,true
359,128,2025-07-04,236.74,true
82,107,2023-09-04,133.2,true
425,180,2023-11-24,215.02,false
252,130,2023-07-11,78.25,true
183,114,2025-07-12,318.68,false
11,133,2025-03-09,345.82,true
56,91,2026-03-16,75.57,true
71,5,2025-07-15,340.03,true
12,11,2023-11-02,205.41,false
48,22,2024-08-25,163.75,true
344,175,2024-06-16,326.15,false
29,61,2023-08-02,194.23,true
127,124,2024-08-18,234.47,false
53,12,2024-05-17,142.71,true
110,6,2025-12-09,222.1,false
317,186,2026-01-01,92.68,true
387,125,2023-10-07,211.65,false
190,150,2025-10-11,199.46,false
398,79,2025-05-18,79.56,true
204,127,2023-08-07,227.44,true
471,49,2025-01-28,86.94,true
117,45,2025-01-21,132.67,false
439,174,2023-07-01,332.97,false
113,59,2024-02-11,71.05,false
392,69,2024-01-20,52.26,true
208,166,2025-05-05,105.45,true
145,138,2024-03-05,53.76,false
480,116,2025-02-12,143.93,false
141,171,2026-05-18,189.13,false
31,18,2023-12-10,254.34,false
128,61,2023-07-21,168.12,true
115,112,2026-03-24,195.33,true
440,51,2026-06-08,301.15,false
230,155,2024-06-19,254.7,false
37,186,2024-10-07,35.76,true
494,187,2025-07-12,225.15,true
457,144,2024-12-18,37.95,true
360,52,2023-11-27,122.53,false
163,189,2025-10-02,188.21,true
34,8,2026-03-29,277.21,true
269,180,2026-05-20,348.16,false
21,23,2024-11-17,123.21,false
158,68,2026-01-28,161.88,false
42,152,2024-07-29,163.14,false
384,78,2023-10-16,325.12,false
144,50,2025-05-02,278.5,true
392,95,2025-09-11,164.76,true
78,95,2025-11-02,241.05,true
247,73,2024-01-08,236.18,true
126,124,2026-06-06,130.06,true
415,28,2025-06-22,285.62,false
205,73,2024-01-27,244.38,false
40,30,2025-10-09,162.95,false
231,47,2025-10-06,123.23,false
120,100,2026-05-07,346.73,true
407,94,2025-11-25,98.85,true
292,20,2023-11-16,138.6,false
338,104,2025-03-02,186.54,false
390,148,2024-07-16,28.03,false
387,167,2023-10-11,281.45,false
315,52,2024-08-26,169.65,true
411,72,2025-10-08,242.48,false
256,120,2024-10-17,192.92,true
293,190,2025-12-22,124.8,true
176,134,2024-03-24,60.25,false
290,121,2024-04-21,119.85,true
248,60,2026-03-24,316.12,true
414,118,2025-07-29,56.47,false
500,148,2026-02-16,322.2,true
201,118,2026-02-07,294.18,true
160,49,2026-03-17,107.77,false
372,73,2025-02-08,300.39,true
205,4,2023-07-27,37.28,true
106,195,2024-02-29,152.72,false
199,32,2025-11-04,244.92,false
32,65,2024-05-13,64.39,false
109,85,2023-07-05,300.22,true
173,112,2025-02-18,268.25,true
430,159,2025-09-20,52.79,false
111,74,2026-02-28,240.06,true
497,142,2024-10-10,131.34,true
315,12,2023-09-14,80.16,true
385,119,2023-07-18,108.3,false
151,20,2025-08-07,330.5,true
193,72,2024-08-05,110.51,true
19,64,2024-12-26,203.58,true
124,9,2023-11-17,157.26,true
91,126,2025-12-29,123.54,true
94,79,2024-07-30,106.42,false
300,97,2026-05-25,348.46,true
206,65,2024-01-06,51.48,false
41,36,2024-10-23,286.7,true
13,1,2025-10-30,276.72,true
61,83,2024-03-08,100.47,true
14,79,2024-07-28,335.79,true
350,189,2025-07-31,267.3,true
107,171,2026-03-20,90.92,false
89,26,2023-10-06,107.83,false
277,118,2026-05-25,115.71,true
189,137,2024-03-11,194.55,true
391,69,2025-06-02,53.4,false
187,115,2025-06-20,272.68,false
471,80,2024-07-17,89.1,false
216,81,2023-11-28,325.15,false
220,128,2025-10-01,226.43,true
310,54,2024-05-01,32.8,false
338,54,2023-09-22,223.26,false
285,179,2023-11-12,123.97,true
6,75,2026-04-27,66.56,true
434,94,2026-06-13,256.75,false
113,190,2026-04-24,125.33,false
372,199,2025-07-24,167.9,true
388,1,2024-01-31,301.6,true
454,73,2024-10-07,139.94,false
484,3,2025-10-14,148.34,true
359,14,2025-05-28,265.72,true
325,187,2024-12-13,343.97,true
169,114,2024-05-14,275.5,false
47,193,2025-12-22,105.72,true
217,184,2024-06-04,185.7,true
102,174,2023-08-08,221.21,false
88,94,2023-07-24,292.96,false
46,57,2025-10-02,55.08,true
182,168,2024-05-06,64.12,true
299,175,2026-03-03,110.83,false
335,67,2024-10-22,250.26,false
116,180,2025-03-27,271.17,false
94,53,2026-05-31,158.96,true
260,65,2025-10-17,152.23,true
283,106,2025-08-10,234.75,false
222,174,2023-06-22,58.14,false
229,109,2024-03-25,317.01,true
213,56,2024-01-04,334.1,true
200,143,2025-04-30,143.66,false
160,100,2023-08-02,328.99,false
459,6,2025-04-30,249.54,true
301,17,2023-07-02,39.42,false
483,147,2025-08-03,156.91,true
