idRestaurante,idPlatillo,precio,disponible
20,8,77.99,false
20,10,265.13,false
20,12,166.42,true
20,13,44.12,false
20,14,72.0,true
20,15,249.06,true
20,16,123.42,true
20,21,36.67,false
20,22,76.06,false
20,23,181.08,true
20,24,90.32,false
20,25,220.56,false
20,28,209.54,false
20,31,262.67,true
20,32,25.88,false
20,33,115.69,false
20,35,68.28,false
20,36,219.1,true
20,37,32.93,true
20,44,198.38,true
20,45,41.35,true
20,46,115.19,true
20,48,164.82,true
20,49,194.81,true
23,12,178.0,true
23,15,236.15,true
23,17,286.09,true
23,45,137.04,false
23,49,175.37,true
23,50,179.38,false
24,8,36.49,false
24,11,90.02,false
24,12,205.59,true
24,22,132.85,false
24,34,171.88,false
24,35,55.47,false
24,40,191.34,true
25,9,147.45,true
25,11,204.98,false
25,50,218.61,true
26,20,151.37,true
26,22,98.59,true
26,26,184.64,true
26,31,170.75,false
26,43,61.7,false
26,46,181.02,true
26,47,187.93,false
28,4,78.97,false
28,19,117.48,false
28,20,50.44,false
28,24,74.82,true
28,33,166.05,true
28,37,146.32,true
28,39,164.62,false
28,48,262.76,true
29,2,132.64,false
29,5,284.5,true
29,13,79.76,false
29,16,52.81,true
29,26,89.17,true
29,41,279.17,false
29,43,75.31,true
29,44,109.07,true
30,2,110.52,true
30,3,201.0,false
30,12,156.42,false
30,15,58.99,false
30,16,175.36,true
30,34,34.33,true
30,38,262.26,false
30,45,108.1,true
30,48,187.73,true
30,49,247.23,false
31,7,63.17,true
31,14,109.4,true
31,23,27.43,true
31,30,228.19,true
31,32,106.59,false
31,34,104.94,false
31,41,123.31,false
31,49,186.15,false
33,1,72.81,false
33,4,43.11,false
33,22,255.25,true
33,35,252.95,true
33,36,258.76,false
36,10,107.64,false
36,12,66.53,false
36,16,200.97,false
36,22,219.74,true
36,28,82.09,false
36,37,263.93,false
36,49,26.38,true
40,7,164.81,false
40,13,217.11,false
40,31,136.32,true
40,33,123.27,false
40,45,78.13,true
41,1,180.42,true
41,2,236.5,true
41,6,206.66,true
41,8,160.25,true
41,10,245.07,false
41,14,101.14,false
41,15,276.39,true
41,16,200.44,false
41,20,41.27,false
41,23,49.71,true
41,32,150.23,false
41,33,133.8,false
41,35,148.46,true
41,41,188.69,false
41,42,230.44,true
41,48,132.36,false
41,50,234.6,true
42,17,186.4,true
42,20,52.11,true
42,33,207.08,true
42,42,213.55,false
43,4,147.89,true
43,7,216.26,true
43,15,139.35,true
43,18,196.37,true
43,23,150.04,false
43,25,166.89,false
43,42,81.95,true
43,43,38.14,false
44,2,290.8,true
44,6,36.18,true
44,7,135.43,false
44,10,158.75,true
44,12,243.07,true
44,15,162.44,false
44,16,213.01,true
44,17,165.7,true
44,20,160.94,true
44,23,77.53,false
44,27,193.48,false
44,34,242.66,false
44,37,221.77,true
44,39,288.12,true
44,45,179.04,true
44,49,268.91,false
44,50,71.84,false
46,6,143.89,true
46,8,110.26,true
46,9,228.0,false
46,11,89.92,false
46,19,127.51,true
46,21,76.96,false
46,22,74.08,false
46,28,83.19,true
46,29,143.04,false
46,30,189.87,true
46,31,133.26,false
46,32,27.9,false
46,36,130.99,true
46,41,32.33,false
46,44,253.87,true
48,4,143.93,false
48,5,41.67,false
48,23,56.23,false
48,24,42.79,false
48,39,264.97,true
48,49,228.46,false
49,9,37.31,true
49,13,186.3,true
49,21,289.66,false
49,28,186.1,true
49,33,254.26,true
49,34,101.83,true
49,36,36.97,true
52,4,90.67,true
52,5,241.66,false
52,15,242.73,true
52,16,290.89,false
52,21,124.01,true
52,28,45.0,true
52,38,107.34,false
52,45,232.35,true
55,14,98.89,false
55,22,271.74,true
55,34,129.47,true
56,2,159.03,true
56,5,57.13,false
56,8,231.0,true
56,13,270.06,true
56,16,244.45,false
56,17,165.43,false
56,19,90.84,true
56,24,166.09,false
56,26,39.2,true
56,27,83.31,false
56,40,157.52,false
56,41,234.04,true
56,43,26.53,true
56,44,56.44,false
57,4,133.9,false
57,7,192.46,true
57,8,152.28,true
57,11,206.65,true
57,13,272.55,false
57,15,151.33,false
57,16,175.43,true
57,18,154.23,true
57,19,266.01,false
57,23,209.0,false
57,32,110.89,true
57,36,84.18,false
57,39,299.19,true
57,42,144.67,true
57,45,221.51,true
57,46,247.46,false
57,50,79.17,false
60,10,81.15,false
60,11,141.52,true
60,13,186.41,false
60,19,64.15,false
60,44,31.54,true
60,48,249.56,false
61,2,146.06,false
61,7,268.56,false
61,9,114.77,true
61,11,131.33,false
61,45,30.51,true
61,48,140.54,true
61,50,129.67,false
63,13,208.48,false
63,19,211.99,false
63,20,296.86,false
63,27,246.13,true
64,9,98.62,true
64,13,134.88,false
64,16,48.97,false
64,48,296.67,false
64,50,286.52,false
65,3,82.23,true
65,12,217.26,false
65,15,63.51,false
65,34,111.29,true
65,48,112.63,true
65,49,232.48,false
67,10,51.44,true
67,11,138.16,true
67,13,182.96,false
67,19,113.82,false
67,44,55.53,true
67,48,109.85,true
68,2,119.5,false
68,5,174.75,true
68,13,77.65,true
68,16,252.32,false
68,26,144.65,true
68,41,166.01,false
68,43,140.16,true
68,44,52.96,false
70,9,65.15,false
70,19,115.33,true
70,20,196.15,false
70,27,82.22,false
70,28,191.02,false
70,37,161.18,true
70,39,251.88,true
70,45,276.37,false
71,1,180.57,true
71,9,148.39,true
71,11,159.57,false
71,13,34.22,false
71,15,122.96,false
71,18,137.13,true
71,31,32.8,true
71,33,252.81,false
71,46,135.31,true
72,1,251.16,false
72,3,179.91,false
72,4,219.14,false
72,5,186.0,true
72,6,154.64,true
72,8,281.55,true
72,10,265.85,true
72,12,87.28,false
72,14,164.49,true
72,20,88.08,true
72,21,235.43,false
72,22,59.9,false
72,26,278.12,false
72,30,89.23,true
72,41,255.38,false
72,44,237.37,false
72,48,248.76,false
73,3,113.2,true
73,7,35.66,false
73,13,265.56,true
73,14,154.09,false
73,19,31.6,true
73,27,105.53,true
73,32,130.7,true
73,37,161.51,false
76,3,228.63,true
76,26,273.56,false
76,30,179.71,false
76,37,253.47,false
76,47,114.24,true
77,1,117.04,true
77,6,28.45,false
77,13,163.21,false
77,15,298.34,true
77,35,100.52,false
77,42,231.61,true
78,22,247.02,true
78,26,234.8,true
78,28,218.62,false
78,42,284.86,false
80,21,250.06,true
80,27,86.25,true
80,35,69.42,true
80,48,60.74,true
81,11,138.76,false
81,13,270.87,true
81,19,285.52,true
81,25,124.08,false
81,31,194.98,true
81,32,269.51,false
81,36,72.46,false
81,45,205.94,true
82,1,236.0,false
82,9,27.95,false
82,11,39.75,true
82,15,271.99,true
82,18,47.42,true
82,20,266.11,false
82,22,158.3,false
82,28,151.15,true
83,2,169.22,false
83,4,111.53,false
83,15,274.0,false
83,16,91.66,false
83,17,58.29,true
83,22,150.09,false
83,26,72.69,false
83,28,268.4,true
83,30,273.47,true
83,42,143.9,false
83,48,224.89,true
83,50,238.93,false
85,3,66.87,false
85,4,51.52,true
85,5,102.95,true
85,7,118.96,true
85,8,110.84,true
85,10,286.83,true
85,14,57.58,true
85,15,131.86,true
85,17,54.79,false
85,21,168.28,true
85,22,216.97,true
85,23,280.17,true
85,24,133.06,true
85,26,198.57,false
85,30,143.43,true
85,35,218.06,false
85,48,172.09,true
86,2,188.2,true
86,7,106.56,true
86,8,102.23,true
86,10,160.1,false
86,15,237.28,false
86,16,97.63,true
86,37,76.23,true
86,39,202.65,false
87,8,61.4,true
87,9,290.91,false
87,12,171.91,false
87,13,293.95,true
87,19,28.56,false
87,20,246.78,true
87,24,81.23,false
87,27,223.49,true
87,41,37.3,true
87,42,201.85,false
90,1,167.56,true
90,4,228.16,true
90,7,236.21,false
90,15,114.78,false
90,18,46.04,true
90,22,232.55,false
90,23,246.54,false
90,35,255.49,true
90,36,130.12,false
90,42,282.63,true
90,43,271.01,false
91,1,32.97,true
91,5,183.51,true
91,9,165.77,true
91,11,225.22,true
91,13,128.63,false
91,15,273.14,false
91,18,247.87,true
91,20,115.34,false
91,22,274.61,true
91,23,283.09,true
91,28,151.9,false
91,29,90.99,false
91,41,202.75,false
91,42,250.65,false
91,43,147.79,false
91,45,32.25,true
91,46,222.27,true
91,48,136.63,true
91,50,185.63,false
92,2,260.48,true
92,7,101.16,false
92,45,82.68,true
92,48,135.47,false
93,18,150.65,true
93,20,198.49,true
93,29,285.09,true
93,40,148.04,false
93,47,109.75,true
98,6,192.24,true
98,14,40.36,true
98,15,129.9,true
98,23,35.86,false
98,36,245.03,true
98,41,289.52,true
98,42,97.63,false
99,6,79.68,false
99,7,50.2,true
99,20,169.93,false
99,21,53.99,true
99,23,53.97,false
99,27,216.82,true
99,34,198.96,false
99,35,283.71,false
99,48,210.92,true
99,49,38.14,false
100,1,183.18,false
100,8,72.59,true
100,11,34.34,false
100,12,85.22,false
100,31,262.13,true
100,44,127.28,false
101,3,96.76,true
101,7,222.82,true
101,12,139.1,false
101,17,194.08,true
101,23,204.2,false
101,30,98.1,false
101,37,162.66,false
102,1,31.26,true
102,8,117.22,true
102,31,112.41,false
102,32,30.59,true
102,33,261.47,false
102,44,154.64,false
102,46,109.99,false
103,4,219.1,false
103,14,224.81,true
103,16,163.42,true
103,23,199.23,false
103,26,158.24,true
103,33,285.5,false
103,35,257.73,false
103,44,160.83,false
104,1,180.59,false
104,6,154.13,false
104,10,295.67,false
104,14,30.69,true
104,20,84.08,true
104,41,45.24,true
104,48,180.27,false
105,2,71.58,true
105,7,285.17,false
105,8,287.19,true
105,9,104.97,false
105,16,71.14,false
105,21,291.39,true
105,33,172.31,true
105,38,136.87,true
105,39,62.51,true
105,45,88.06,false
105,46,46.84,true
105,48,125.31,true
105,49,287.95,true
106,11,273.79,false
106,19,250.39,false
106,27,255.36,true
106,29,233.85,false
106,30,83.48,true
106,33,88.76,true
106,35,285.37,false
107,1,59.44,true
107,11,282.32,true
107,15,260.71,true
107,31,90.72,true
107,42,65.65,true
107,50,28.34,false
108,17,35.47,false
108,23,287.11,true
108,28,297.71,true
108,50,40.87,false
109,7,96.45,true
109,13,51.93,false
109,31,113.75,true
109,33,153.19,true
109,45,225.99,true
110,7,69.97,true
110,8,160.56,true
110,46,222.85,false
111,8,56.55,true
111,37,157.32,true
111,48,273.09,true
114,8,122.31,false
114,9,158.36,true
114,20,265.46,true
114,22,255.5,true
114,26,49.29,false
114,28,271.94,false
114,30,59.18,true
114,31,178.98,false
114,36,54.25,true
114,41,201.41,true
114,46,237.98,false
115,2,171.19,false
115,7,261.27,false
115,45,234.71,true
115,48,221.89,false
117,4,175.64,false
117,8,246.5,true
117,14,112.13,true
117,16,117.39,false
117,18,231.18,false
117,23,281.68,true
117,25,196.82,false
117,26,107.09,true
117,33,79.81,false
117,35,234.88,true
117,37,91.74,true
117,44,209.22,false
117,48,139.78,false
117,49,42.56,true
118,5,218.14,false
118,15,157.65,false
118,20,220.44,true
118,49,143.04,true
122,17,210.48,true
122,23,232.58,true
122,28,99.31,true
122,50,265.49,false
123,1,112.14,true
123,3,171.3,true
123,4,66.38,true
123,5,79.75,false
123,23,43.56,true
123,24,257.29,false
123,26,119.84,true
123,30,102.51,true
123,37,185.27,false
123,39,225.31,false
123,41,103.43,true
123,46,119.51,true
123,47,199.64,false
123,49,199.2,true
125,10,138.18,false
125,11,255.48,false
125,29,247.24,true
125,41,253.11,true
125,48,88.09,false
126,3,50.04,false
126,4,159.86,false
126,7,84.84,true
126,9,186.69,true
126,14,29.24,false
126,16,125.0,true
126,23,282.63,true
126,24,165.14,false
126,26,234.86,false
126,33,173.08,false
126,34,100.59,false
126,35,39.25,false
126,40,241.57,false
126,41,275.48,false
126,44,66.86,false
126,47,230.95,false
126,49,233.9,true
126,50,227.88,false
127,1,34.82,true
127,2,259.29,true
127,6,115.25,true
127,8,222.19,false
127,9,195.0,false
127,11,296.61,false
127,13,120.02,true
127,15,63.84,false
127,23,108.42,true
127,31,112.23,true
127,32,114.35,false
127,33,71.39,false
127,35,283.64,false
127,41,153.25,true
127,42,186.83,true
127,44,137.48,true
127,46,62.87,true
127,50,112.73,false
130,4,154.3,true
130,5,62.51,false
130,8,201.86,true
130,9,65.54,true
130,10,81.89,false
130,14,80.8,false
130,15,120.1,false
130,16,60.25,false
130,17,186.06,false
130,21,167.92,true
130,22,48.37,true
130,23,255.26,false
130,24,25.15,true
130,25,62.13,true
130,27,150.22,false
130,29,165.27,false
130,35,135.11,true
130,39,88.08,true
130,48,52.69,false
130,49,51.46,false
130,50,199.23,false
131,4,227.85,true
131,11,218.06,true
131,19,165.51,true
131,20,86.25,false
131,24,203.46,false
131,29,89.82,false
131,30,242.48,false
131,33,97.69,true
131,37,95.73,false
131,39,200.97,true
131,48,260.1,true
132,8,74.47,true
132,12,253.55,true
132,44,119.2,false
133,1,191.31,false
133,9,139.55,true
133,16,52.81,false
133,26,92.37,false
133,33,221.41,false
133,34,67.44,true
133,46,146.01,true
136,3,101.0,true
136,7,298.23,false
136,12,107.55,true
136,14,278.63,false
136,17,169.29,false
136,23,236.53,true
136,30,281.35,false
136,37,51.67,false
136,48,111.78,false
142,4,173.81,false
142,6,194.07,true
142,7,291.85,true
142,13,164.65,false
142,14,200.12,true
142,29,61.32,false
142,38,186.38,false
142,42,284.28,true
143,4,181.91,true
143,29,129.21,false
143,33,142.19,false
144,20,271.51,true
144,22,273.71,true
144,28,283.66,true
145,7,204.26,true
145,13,68.17,true
145,31,169.05,false
145,33,99.41,true
145,45,36.53,true
146,11,251.62,false
146,19,176.17,false
146,31,260.65,false
146,32,38.17,false
147,3,94.28,false
147,7,78.64,true
147,8,125.94,false
147,13,275.51,false
147,14,258.51,false
147,15,167.66,true
147,19,70.96,true
147,27,222.06,true
147,32,232.51,true
147,33,159.68,false
147,37,31.38,true
147,41,191.54,false
148,2,67.19,true
148,7,61.45,false
148,10,38.22,false
148,37,34.49,true
149,4,101.14,false
149,5,61.5,false
149,10,80.37,false
149,11,279.27,false
149,15,196.15,true
149,16,298.07,true
149,21,113.0,true
149,28,34.51,true
149,29,117.03,true
149,38,50.34,true
149,41,79.98,false
149,45,195.36,true
149,48,241.25,false
150,15,112.84,true
150,42,273.58,false
150,50,183.35,false
151,3,47.87,true
151,7,217.78,false
151,13,242.3,true
151,14,261.0,true
151,19,219.81,false
151,27,235.19,true
151,32,216.97,true
151,37,234.09,false
152,4,174.35,true
152,11,86.06,false
152,13,223.66,false
152,19,266.08,false
152,23,61.22,false
152,32,285.82,true
152,42,74.77,true
153,1,113.34,true
153,7,236.07,false
153,10,31.52,false
153,12,226.3,true
153,15,192.54,false
153,16,33.4,true
153,22,126.68,true
153,23,244.65,false
153,28,33.25,true
153,37,99.31,false
153,42,265.76,false
153,48,34.19,false
153,49,234.92,true
156,7,52.31,false
156,14,238.16,false
156,23,184.18,false
156,30,163.12,true
156,32,46.69,true
156,34,181.97,false
156,41,91.64,true
156,49,32.63,false
157,4,140.35,true
157,8,81.84,false
157,9,145.67,false
157,16,51.43,false
157,26,72.89,true
160,1,244.13,false
160,4,250.7,true
160,12,123.45,false
160,14,176.45,false
160,17,215.44,true
160,30,41.2,false
160,40,214.46,false
161,2,241.76,false
161,3,297.37,true
161,15,91.94,false
161,19,287.94,false
161,21,266.54,false
161,26,52.21,false
161,28,218.92,true
161,30,261.5,true
161,37,240.79,false
161,47,83.51,false
161,50,268.53,false
162,4,204.73,false
162,6,96.98,false
162,7,218.94,true
162,13,280.37,false
162,14,145.07,false
162,29,190.22,true
162,38,199.21,false
162,42,158.85,false
163,5,248.0,true
163,8,119.23,false
163,11,85.09,false
163,12,137.95,true
163,15,97.11,false
163,20,139.47,false
163,22,251.64,false
163,34,68.78,false
163,35,269.32,false
163,40,78.68,false
163,49,85.53,true
164,4,187.6,false
164,19,149.79,true
164,20,154.53,true
164,24,28.41,false
164,33,118.46,true
164,37,72.46,false
164,39,294.12,false
164,48,222.25,true
165,15,176.45,false
165,22,195.7,false
165,32,192.56,true
165,35,172.42,false
165,37,231.98,false
165,38,92.73,false
165,44,270.83,true
165,49,135.32,false
166,3,232.73,true
166,9,195.99,false
166,12,288.72,true
166,14,143.61,true
166,19,285.92,true
166,35,80.1,true
166,37,67.2,true
167,10,294.4,true
167,11,31.92,true
167,13,91.92,true
167,14,285.27,false
167,19,124.91,true
167,22,58.96,true
167,34,92.1,false
167,44,46.68,false
167,48,203.69,false
168,8,295.65,true
168,24,86.44,true
168,41,273.75,true
170,8,236.2,false
170,15,152.37,true
170,33,186.97,false
170,41,285.02,true
171,1,294.71,true
171,7,52.74,true
171,11,60.69,true
171,18,50.67,true
171,31,294.75,false
171,36,250.76,false
171,39,196.84,false
171,45,142.65,true
171,46,183.44,true
171,50,188.74,false
172,1,137.29,false
172,4,48.46,false
172,6,244.31,false
172,9,171.12,true
172,12,173.85,true
172,15,97.79,true
172,17,254.32,false
172,19,139.07,true
172,28,135.87,true
172,33,169.65,false
172,34,186.42,false
172,41,59.42,true
172,46,113.6,false
172,47,156.6,false
173,6,78.87,false
173,21,168.97,false
173,29,156.78,false
173,31,122.61,true
173,32,185.28,true
173,36,155.57,false
173,44,27.18,true
175,22,151.55,true
175,26,112.44,true
175,28,76.56,false
175,42,189.37,true
176,15,210.22,true
176,18,224.8,false
176,25,254.65,true
178,3,249.2,false
178,7,158.58,false
178,14,283.12,false
178,15,292.95,true
178,18,201.7,false
178,23,282.1,false
178,46,229.32,false
180,8,268.01,false
180,9,288.98,true
180,22,61.29,true
180,28,111.35,true
180,30,33.7,true
180,31,274.47,true
180,36,49.99,true
180,41,75.18,false
181,1,76.25,true
181,7,80.98,true
181,8,110.6,true
181,11,197.04,true
181,12,187.5,true
181,15,186.52,true
181,21,274.53,true
181,22,34.8,true
181,25,111.55,true
181,28,196.71,false
181,29,114.43,true
181,34,121.63,false
181,35,132.32,true
181,40,240.79,false
181,45,203.55,false
182,2,152.87,false
182,15,237.39,true
182,23,95.95,true
182,41,208.42,false
182,42,99.02,false
183,20,47.79,true
183,26,248.59,false
183,46,208.67,true
184,2,51.74,true
184,7,238.15,false
184,13,262.17,false
184,14,270.75,false
184,16,177.66,true
184,23,269.35,false
184,25,81.15,true
184,29,270.25,true
184,30,75.9,false
184,32,157.24,false
184,34,118.73,true
184,36,211.46,true
184,38,85.39,false
184,40,204.4,true
184,41,293.18,false
184,45,213.65,true
184,49,138.2,true
185,4,81.69,true
185,6,206.65,false
185,7,249.12,false
185,13,270.09,true
185,14,199.12,false
185,29,44.27,true
185,38,119.44,true
185,42,79.96,false
187,9,262.72,false
187,13,229.83,false
187,14,158.48,true
187,16,182.28,false
187,29,65.64,true
187,30,272.61,false
187,40,164.83,false
187,41,76.14,true
187,48,247.81,true
187,50,262.53,false
188,9,157.22,false
188,19,200.84,false
188,20,298.87,false
188,27,86.83,false
188,28,259.18,false
188,37,172.02,false
188,39,172.4,false
188,45,125.5,false
189,3,208.18,false
189,4,204.39,false
189,6,72.3,false
189,9,36.99,false
189,20,103.83,true
189,23,68.73,true
189,24,73.25,false
189,34,266.05,false
189,47,184.95,false
189,49,211.53,false
189,50,226.46,false
190,4,94.65,true
190,29,257.1,false
190,33,156.1,true
195,19,195.34,false
195,27,51.08,false
195,35,211.99,false
196,8,155.72,true
196,15,59.9,false
196,33,71.05,true
196,41,61.3,false
197,15,155.53,true
197,18,99.2,true
197,25,221.7,true
198,21,120.56,true
198,27,63.73,true
198,35,100.9,true
198,48,170.95,true
